index,data_type,data_name,count,label,probability
21974,uint256,sgnMinimumLimiterValueN,3,-1,0.0
21975,address,swapsContract,8,888,0.9082173806812048
21976,uint256,maxSwapAmount,9,602,0.5173423962418127
21977,uint16,ASSET_TYPE,4,-1,0.0
21978,bool,canPurchase,2,1165,0.575738938882817
21979,uint256,roundFunds,1,688,1.0
21980,uint256,roundReward,1,504,0.7159213674619214
21981,string,tokenSaleAgreement,1,-1,0.0
21982,bool,whitelisting,2,1066,0.9020638545549625
21983,mapping_type_static,whitelistTransfer,2,1224,1.0
21984,bool,allowTransferGlobal,2,-1,0.0
21985,mapping_type_dynamic,LockupCell,1,167,0.8368592268526514
21986,uint8,count,1,107,1.0
21987,uint256,FreeAmount,1,-1,0.0
21988,uint256,TimeOutAuthentication,1,-1,0.0
21989,array_type_dynamic,SafeKey,1,76,1.0
21990,uint256,countOfCell,1,834,0.9505292262939973
21991,uint256,MainLockup,1,698,1.0
21992,mapping_type_dynamic,sizes,1,154,1.0
21993,mapping_type_dynamic,productTypes,1,172,0.7205279951584158
21994,mapping_type_static,uniqueIds,1,1406,0.7382969923034318
21995,mapping_type_static,airdopped,2,-1,0.0
21996,uint256,merculetPrice,3,837,0.6260790885691124
21997,mapping_type_dynamic,StartTime,3,168,1.0
21998,mapping_type_dynamic,GroupName,6,177,0.9613877270317485
21999,bool,isInitialized3,1,1100,0.731462008942997
22000,uint256,groupsCounter,6,828,0.3189312525165257
22001,uint256,isInitialized3,2,538,1.0
22002,uint256,currentTotalAirdrop,1,335,0.7091089601726723
22003,uint256,arpDeposited,3,309,1.0
22004,user_define_contract,arpToken,3,211,1.0
22005,mapping_type_static,exceptAddresses,1,1348,0.11860152705717157
22006,uint256,refPercentage,1,-1,0.0
22007,uint256,TVThreshold,1,-1,0.0
22008,user_define_contract,TVCrowdsaleContract,1,-1,0.0
22009,user_define_contract,TVContract,1,191,1.0
22010,mapping_type_static,AuthorizedUser,2,1387,1.0
22011,uint256,startTimeSaleNoBonus,1,693,0.6390548503993111
22012,address,stakingContract,3,-1,0.0
22013,uint256,depositRate,1,325,1.0
22014,uint256,SecondsInDay,1,819,0.5007166278009985
22015,mapping_type_static,SaleByAddress,1,-1,0.0
22016,uint256,tribPrice,1,689,0.33629061537718585
22017,uint256,saleAmount,4,820,1.0
22018,bool,bonusAllowed,1,1123,0.8069717754969816
22019,uint8,tokenStatus,1,94,1.0
22020,uint256,soldDragons,3,831,0.7698549786116797
22021,uint256,crowdSaleDragonPrice,3,318,1.0
22022,uint256,contRefer50x50,1,-1,0.0
22023,mapping_type_static,refer50x50,1,1392,0.7886882942857953
22024,uint256,timeToBorn,3,-1,0.0
22025,uint256,priceChanger,3,-1,0.0
22026,uint256,stopTransferToken,4,396,0.2189552189726958
22027,uint256,stopToken,4,-1,0.0
22028,address,adminAddressForComissions,2,1027,1.0
22029,user_define_contract,necashToken,1,211,1.0
22030,mapping_type_static,receivers,2,1317,0.9662855498717872
22031,address,claimGasDrop,2,-1,0.0
22032,uint256,GasClaimAmount,2,-1,0.0
22033,uint256,saleType,3,-1,0.0
22034,uint256,saleStatus,3,-1,0.0
22035,address,cEthAddress,7,952,1.0
22036,address,makerUsdOracleKey,4,885,1.0
22037,address,committee,1,-1,0.0
22038,user_define_contract,ledToken,8,211,1.0
22039,address,ledMultiSig,8,847,1.0
22040,uint256,surplusTokens,8,513,1.0
22041,mapping_type_static,ethSent,3,-1,0.0
22042,uint256,ethReward,1,504,0.5398956816772994
22043,uint256,Cleide,1,-1,0.0
22044,uint256,Kevin,1,-1,0.0
22045,uint256,MinContrib,2,790,0.9871307269482612
22046,mapping_type_static,hardWithdrawRequested,2,-1,0.0
22047,address,poolParticipant,2,957,0.8689042696013733
22048,uint256,maxBalanceWei,2,589,0.28382812562510984
22049,address,blockbidAdmin,2,1026,0.5823664087590179
22050,uint256,weiPerBidl,2,591,1.0
22051,user_define_contract,bidlToken,2,211,1.0
22052,mapping_type_dynamic,releasableTokens,2,161,0.9275242913149293
22053,mapping_type_static,transferLocked,2,-1,0.0
22054,address,AbcInstance,3,-1,0.0
22055,uint256,requestSigners,2,-1,0.0
22056,user_define_contract,m_funds,7,-1,0.0
22057,bool,m_isCirculating,1,-1,0.0
22058,uint8,m_state,1,125,1.0
22059,mapping_type_static,m_weiBalances,1,1208,0.2984017895867511
22060,address,m_owner80,1,1022,0.8749524136639943
22061,address,m_owner20,1,1022,0.8013287029811783
22062,uint256,decimalNum,1,453,1.0
22063,uint256,sendlimit,4,588,0.3170417855690306
22064,mapping_type_static,operational,6,-1,0.0
22065,mapping_type_static,minterAdders,1,1173,0.7625852504596501
22066,mapping_type_static,isBlackLister,2,1238,1.0
22067,mapping_type_static,validAddresses,2,-1,0.0
22068,array_type_dynamic,properties,1,26,1.0
22069,array_type_dynamic,verifyXTVSignature,2,-1,0.0
22070,uint256,XTVBurned,2,804,1.0
22071,address,XTVNetworkContractAddress,2,937,0.5578616785458599
22072,user_define_contract,girlBasicToken,1,211,1.0
22073,mapping_type_dynamic,picksForUser,1,170,0.8432262722441577
22074,user_define_contract,strikersBaseContract,1,237,1.0
22075,mapping_type_static,starCountForCard,1,-1,0.0
22076,mapping_type_static,UserBounty,1,1184,1.0
22077,address,first_partner_address,1,896,1.0
22078,address,second_partner_address,1,896,1.0
22079,uint256,XaurumAmountMelted,1,391,0.5532590941448704
22080,uint256,GoldAmountMelted,1,521,0.568574681316917
22081,mapping_type_static,checkExistAddress,1,1374,0.6711002753880053
22082,mapping_type_static,ParentUser,1,1365,0.8674915849557925
22083,array_type_dynamic,UserAddressById,1,-1,0.0
22084,uint8,referralPromille,1,121,0.6898315297301932
22085,uint256,tokensAuctioned,1,-1,0.0
22086,uint256,priceDecreaseRate,1,-1,0.0
22087,uint256,endTimeOfBids,1,297,0.8941794725980378
22088,mapping_type_static,frozenAccountTokens,8,1209,1.0
22089,uint256,maxIssuingSupply,1,721,0.8208751738500059
22090,address,cryptaurBackend,2,935,1.0
22091,string,hashDetalhesFinanceiros,3,1445,0.5981746130113447
22092,user_define_contract,schema,7,-1,0.0
22093,mapping_type_static,UsersBalance,1,1413,0.824006190022964
22094,uint256,totalUsersBalance,1,503,0.820532171939956
22095,uint256,tokensIndex,1,529,0.22154134616289545
22096,mapping_type_static,isKnownUniverse,4,-1,0.0
22097,mapping_type_static,isKnownCrowdsourcer,4,1285,0.41254270788133013
22098,mapping_type_static,AsAddressOrZero,3,1374,0.8327085523235496
22099,bool,Initialized,7,1100,0.9185609702914277
22100,uint8,FeeWindow,3,128,0.9102978135696749
22101,uint256,RepPriceInAttoEth,3,728,0.5893463392698933
22102,uint8,Initialized,16,88,1.0
22103,uint256,NumDesignatedReportNoShows,3,-1,0.0
22104,uint256,NumIncorrectDesignatedReportMarkets,3,610,0.907447093805185
22105,uint8,IsMigratingFromLegacy,2,93,0.6473627899443802
22106,uint256,TargetSupply,2,755,0.5266368520249006
22107,address,Universe,3,-1,0.0
22108,mapping_type_static,TotalEscrowed,3,1189,0.9515692878139155
22109,user_define_contract,Market,5,240,0.9148268521989447
22110,uint256,tokensBurned,5,510,1.0
22111,uint256,tokensSoftcap,2,424,0.7261064453644159
22112,uint256,CreditsPerEth,2,729,1.0
22113,address,exchangeAdapterManager,10,992,0.601865041298264
22114,address,walletId,30,-1,0.0
22115,bytes32,exchangeId,2,-1,0.0
22116,uint256,finishBountyAt,1,290,0.7147622666423006
22117,mapping_type_static,centurionIndexToOwner,1,1218,0.206207373356804
22118,array_type_static,expForLevels,1,-1,0.0
22119,uint256,how,2,-1,0.0
22120,uint256,rho,7,804,0.8489006966338174
22121,user_define_contract,skr,16,253,1.0
22122,uint8,off,3,139,0.5654122012653024
22123,uint256,fix,5,767,0.9826490819768454
22124,user_define_contract,sai,22,202,1.0
22125,user_define_contract,sin,14,-1,0.0
22126,user_define_contract,vox,18,260,0.9077399541575513
22127,uint256,caged,3,804,1.0
22128,uint256,cooldown,3,575,1.0
22129,user_define_contract,tap,12,-1,0.0
22130,uint256,fit,3,-1,0.0
22131,bool,approveLock,1,1143,0.8806460532541276
22132,uint256,totalGasSpent,1,404,0.5114932113257442
22133,mapping_type_static,confirmBlacklist,1,1239,0.9113572981960129
22134,mapping_type_static,confirmRoot,1,1279,1.0
22135,bool,transferFromLock,1,1102,1.0
22136,address,lastTransferTo,1,897,1.0
22137,bool,rootTransferLock,1,1102,1.0
22138,mapping_type_static,confirmWhitelist,1,1240,1.0
22139,bool,transferLock,2,1102,1.0
22140,bool,approveAndCallLock,1,1143,0.7350804809250266
22141,bool,mintLock,1,1062,0.7215763884288908
22142,uint128,availableSupply,1,-1,0.0
22143,uint256,LemonsRemainingToDrop,3,303,1.0
22144,user_define_contract,LemonContract,3,237,1.0
22145,uint256,LemonsDroppedToTheWorld,3,303,0.9539382509271729
22146,uint256,donatorReward,3,473,0.570066294079677
22147,uint256,COMMUNITY_CAPPED_VALUE,1,-1,0.0
22148,mapping_type_static,vested,3,1176,1.0
22149,uint256,reservedTokensFunctionality,1,478,0.995761821286266
22150,uint256,reservedTokensTeam,1,-1,0.0
22151,mapping_type_static,timelocked,3,1290,1.0
22152,bool,previousStageIsFinalized,2,1080,1.0
22153,uint256,ratePerEth,2,724,0.31771798993507283
22154,uint256,tokensSoldCount,2,489,1.0
22155,address,rollAddress,1,989,1.0
22156,user_define_contract,previousStage,2,-1,0.0
22157,user_define_contract,bZxOracle,17,179,0.5934697819816811
22158,uint256,burnPercentage,1,313,1.0
22159,mapping_type_static,claimedBonus,1,1200,1.0
22160,uint256,bonusTokensPool,1,328,0.1402536305498097
22161,uint256,currentStageIndex,1,305,1.0
22162,array_type_dynamic,stages,1,9,0.8047409717457409
22163,user_define_contract,smartToken,3,211,1.0
22164,uint256,pipeIndex,2,529,0.6855462305299809
22165,mapping_type_static,indexToPipe,2,1216,0.9185822855788303
22166,mapping_type_static,pipeToIndex,2,1216,1.0
22167,uint256,rate_ETHUSD,1,724,0.9109995945649416
22168,uint256,investedUSD,1,574,1.0
22169,uint256,investedETH,1,-1,0.0
22170,uint256,rate_BTCUSD,1,689,1.0
22171,uint256,investedBTC,1,574,1.0
22172,address,accountPubICOSale,2,-1,0.0
22173,mapping_type_static,creditOf,1,1395,1.0
22174,uint256,ICOStartTime,9,-1,0.0
22175,mapping_type_static,weiInvestedBy,1,1252,0.6402082477151863
22176,uint8,CurrentBonus,1,121,1.0
22177,uint256,manualBonus,1,450,1.0
22178,bool,transferIsPossible,1,1110,1.0
22179,address,LBC,2,1056,0.8191920082950237
22180,uint256,amountPerRelease,2,697,1.0
22181,user_define_contract,LBC,4,264,0.8849280465869533
22182,address,POSAddress,2,1014,1.0
22183,address,OperationAddress,2,989,1.0
22184,address,contributionPool,1,957,0.4521148777353451
22185,bool,Raffle_Finished,1,1074,1.0
22186,array_type_dynamic,Raffle_Entries,1,30,0.9394243352288126
22187,uint8,Allow_Entries,1,114,0.16070198178895428
22188,mapping_type_static,Address_Submitted,1,1374,0.6624544822499386
22189,uint256,Winning_Entry,1,795,0.23067421676442515
22190,uint256,Date_Finished,1,-1,0.0
22191,uint256,Total_Entries,1,-1,0.0
22192,uint256,purchaseBonus,3,-1,0.0
22193,user_define_contract,tau,1,-1,0.0
22194,uint8,prebridge,1,85,0.7153408132162211
22195,address,receiverContractAddress,1,937,0.750860242988297
22196,uint256,usedPositions,2,596,1.0
22197,uint256,availablePositions,2,596,1.0
22198,uint8,crowdsaleEnded,2,82,0.48343796031485303
22199,uint256,positionPrice,2,837,0.6910628070039522
22200,uint256,raisedEth,2,720,1.0
22201,uint256,blockThreshold,1,445,0.03301078709141582
22202,uint256,activationFee,1,829,1.0
22203,uint256,reputationIRNNodeShare,1,571,0.7219391158550134
22204,uint256,defaultReputationReward,1,504,0.9609371060176984
22205,uint256,MainSaleDistributed,1,-1,0.0
22206,uint256,mainSale1Limit,1,-1,0.0
22207,mapping_type_static,manufacturerRewards,1,1325,0.980386150302928
22208,mapping_type_static,defaultManufacturerReputations,1,-1,0.0
22209,mapping_type_static,authorWrites,1,1316,1.0
22210,user_define_contract,settings,14,221,0.3697181219056904
22211,mapping_type_static,references,1,1426,0.9662839604140295
22212,uint256,SellPrice,7,-1,0.0
22213,mapping_type_static,games,2,1402,1.0
22214,mapping_type_static,isAnOwner,2,1362,0.7363276089541856
22215,uint256,ICO_BONUS,1,401,1.0
22216,uint256,DEFAULT_RATE,1,638,0.3088395838619517
22217,uint256,ROUND_7_PRESALE_BONUS,1,398,1.0
22218,uint256,ROUND_6_PRESALE_BONUS,1,398,1.0
22219,uint256,ROUND_5_PRESALE_BONUS,1,398,1.0
22220,uint256,ROUND_4_PRESALE_BONUS,1,398,1.0
22221,uint256,ROUND_3_PRESALE_BONUS,1,398,1.0
22222,uint256,ROUND_2_PRESALE_BONUS,1,398,1.0
22223,uint256,ROUND_1_PRESALE_BONUS,1,398,1.0
22224,address,rescueAddress,1,-1,0.0
22225,user_define_contract,flowingHairAddress,4,221,0.5670339066238134
22226,mapping_type_static,implementsMintibleInterface,1,-1,0.0
22227,array_type_dynamic,Approvers,1,31,1.0
22228,uint8,inMaintainance,1,100,0.841456263482615
22229,mapping_type_static,percentOf,2,1255,1.0
22230,bool,shouldStopCoinSelling,1,-1,0.0
22231,mapping_type_static,blacklistAddresses,1,1229,0.20658425417653692
22232,uint256,UCCOIN_PER_ETHER,2,742,1.0
22233,uint256,MINIMUM_SELLING_UCCOIN,1,-1,0.0
22234,mapping_type_static,BuyerContribution,1,1428,0.60264321228504
22235,address,arpToken,1,-1,0.0
22236,address,midTermHolding,1,879,0.20248563666178196
22237,address,longTermHolding,1,879,0.17448203163812168
22238,address,contractSolidStamp,1,1023,0.9606741696690678
22239,mapping_type_static,AuditOutcomes,1,1206,1.0
22240,uint256,calc,4,508,1.0
22241,bool,isTokenLocked,3,1098,1.0
22242,bool,publicSaleStarted,1,-1,0.0
22243,uint256,bonusIncreasePercentage,1,437,1.0
22244,uint256,totalPresaleBase,1,694,1.0
22245,uint256,totalPresaleBonus,1,398,1.0
22246,address,adminOne,4,1026,1.0
22247,address,adminTwo,4,1026,0.9410048099722168
22248,mapping_type_static,totalDeposits,5,1211,0.6815520299392405
22249,uint256,preSaleCloseTime,4,687,0.44760055093554524
22250,uint256,privateSaleCloseTime,4,693,0.3908113633805456
22251,uint256,privateSaleRate,4,711,0.8562832005044255
22252,mapping_type_static,managementWhitelist,1,1240,0.8919809792489719
22253,user_define_contract,ensResolver,2,-1,0.0
22254,mapping_type_static,isAddressLocking,1,1277,0.21105693781698345
22255,user_define_contract,anacoContract,2,237,1.0
22256,address,logicAddress,1,867,0.5241266328244927
22257,address,superAddress,1,989,1.0
22258,mapping_type_static,dnaExist,1,-1,0.0
22259,mapping_type_static,ownerAtomsCount,1,1362,0.2220817306774351
22260,uint256,randNonce,2,539,0.4171608980822078
22261,bool,DEBUG_MODE,12,1145,0.7527145698294644
22262,mapping_type_static,oracleAddresses,35,1374,1.0
22263,address,oracleRegistryContract,10,852,1.0
22264,address,bZxTo0xContract,10,869,1.0
22265,address,bZRxTokenContract,37,869,1.0
22266,uint256,calculateCurrDynamicPrice,1,-1,0.0
22267,uint256,inquireDividentAmount,1,-1,0.0
22268,uint8,rules,1,-1,0.0
22269,uint256,contractValue,1,-1,0.0
22270,uint256,faucetThresholdSecs,1,445,0.04486069107035187
22271,user_define_contract,tt,1,259,1.0
22272,array_type_dynamic,checkBalances,2,5,1.0
22273,bool,drop,10,1065,1.0
22274,uint256,airDrop,10,304,1.0
22275,uint256,currentDrop,10,303,0.3176177313911334
22276,uint256,totalDrop,10,303,1.0
22277,mapping_type_static,frozenEnd,10,1196,1.0
22278,mapping_type_static,frozenNum,10,1196,1.0
22279,array_type_static,lockRewardsPercentages,7,-1,0.0
22280,uint256,remainingReward,9,504,0.9136777601407962
22281,uint8,ItemKindCount,1,107,0.6558813558183257
22282,array_type_dynamic,Price,2,45,1.0
22283,uint256,initialBonus,2,456,1.0
22284,uint32,maxNum,1,-1,0.0
22285,mapping_type_static,Logic,1,-1,0.0
22286,uint256,latestVersion_,1,708,0.7239962709043901
22287,uint8,pauseMinting,1,83,1.0
22288,uint8,reached,1,143,0.7311722246778415
22289,user_define_contract,wpp,1,246,1.0
22290,address,multisigwallet,1,856,1.0
22291,array_type_dynamic,LoansCount,1,18,1.0
22292,uint256,ACTIVE_STATUS,1,752,0.5464621249903485
22293,uint256,REQUESTED_STATUS,1,752,1.0
22294,uint256,MAX_LOAN_AMOUNT,1,-1,0.0
22295,uint256,MAX_INTEREST_AMOUNT,1,392,0.3374545642114717
22296,uint256,PERCENTAGE_PRECISION,1,666,0.4232750237277444
22297,uint256,DEFAULTED_STATUS,1,752,0.5743452018622512
22298,uint256,REQUEST_CANCELED_BY_LENDER_STATUS,1,-1,0.0
22299,uint256,COMPLETION_STATUS,1,752,0.470068957804881
22300,uint256,REQUEST_CANCELED_BY_BORROWER_STATUS,1,-1,0.0
22301,uint256,ACTIVE_LOAN_CANCELED_BY_LENDER_STATUS,1,-1,0.0
22302,uint256,Months,1,757,1.0
22303,uint256,amountOfPerRelease,3,697,1.0
22304,user_define_contract,AIHToken,14,254,1.0
22305,address,burnCoins,1,951,1.0
22306,uint256,totalTeamSupply,3,581,0.4714832352299926
22307,uint256,totalAdvisorsSupply,1,370,1.0
22308,uint256,totalBountySupply,1,290,0.4153921044847866
22309,uint256,totalEarlyInvSupply,1,-1,0.0
22310,uint256,rateICO,9,439,0.9081546634780504
22311,array_type_dynamic,myStorage,1,-1,0.0
22312,uint256,contributionInWei,1,-1,0.0
22313,mapping_type_static,packages,1,-1,0.0
22314,address,topBidder,2,844,0.6792883383495253
22315,uint256,expireTime,3,324,0.21076263837054413
22316,user_define_contract,usdxAddr,1,209,0.8418339004657619
22317,uint8,step,12,-1,0.0
22318,user_define_contract,gemFab,5,262,0.6278932738106296
22319,address,sai,13,-1,0.0
22320,address,sin,8,1059,1.0
22321,user_define_contract,tapFab,5,262,0.5919762472554765
22322,user_define_contract,topFab,5,262,1.0
22323,user_define_contract,voxFab,5,262,0.4320193372515972
22324,user_define_contract,tubFab,5,202,0.33591316112657055
22325,user_define_contract,momFab,4,262,1.0
22326,address,mom,4,1054,1.0
22327,user_define_contract,dadFab,4,262,1.0
22328,address,dad,9,1054,1.0
22329,address,walletOne,2,982,0.9984277322000409
22330,uint256,votingPowerChangeNonce,1,539,0.4202060590130963
22331,mapping_type_static,votingPowerChangeCount,1,1228,1.0
22332,mapping_type_static,historicalVotingPowerAtIndex,1,1228,1.0
22333,bool,distributeAirdrop,4,1065,1.0
22334,address,pendingowner,12,971,1.0
22335,uint256,maxSnail,4,-1,0.0
22336,uint256,divsPerSnail,4,475,1.0
22337,mapping_type_static,claimedDivs,4,1273,1.0
22338,uint256,godTimer,4,655,1.0
22339,uint256,godRound,4,688,1.0
22340,uint256,godPot,4,332,1.0
22341,address,pharaoh,4,1052,1.0
22342,uint256,GOD_TIMER_INTERVAL,4,655,0.9769387367701451
22343,uint256,pharaohReq,4,662,0.5418375173849417
22344,uint256,PHARAOH_REQ_START,4,662,0.6260196166664532
22345,uint256,GOD_TIMER_BOOST,4,655,1.0
22346,uint256,frogPot,4,332,0.2699536985735182
22347,uint256,TOKEN_PRICE_MULT,4,460,1.0
22348,uint256,TOKEN_PRICE_FLOOR,4,460,0.5376962192031741
22349,uint256,TOKEN_MAX_BUY,3,368,0.28381808277239723
22350,uint256,SNAIL_REQ_REF,3,662,0.679660371897605
22351,uint256,GOD_TIMER_START,4,655,1.0
22352,bool,devFeePaid,1,-1,0.0
22353,uint256,emitted,1,275,0.1403079562245585
22354,uint256,TodayEmissionLeft,1,275,1.0
22355,uint256,TodayEmission,1,275,0.7371186688237894
22356,mapping_type_static,balanceMap,1,1274,1.0
22357,bool,isMultiply,1,-1,0.0
22358,uint256,preSalesEndDate,1,687,0.7408749020565077
22359,mapping_type_static,publicSalesSpecialUsers,1,1232,0.5880715737093236
22360,uint8,isPresalesNotEndedInAdvance,1,85,1.0
22361,mapping_type_static,preSalesSpecialUsers,1,1232,0.4704548387192598
22362,address,lister,1,-1,0.0
22363,uint256,totalMintedBountyTokens,2,287,0.06638485517477438
22364,user_define_contract,userManagerContract,1,-1,0.0
22365,address,refunder,1,919,0.7383041528702897
22366,user_define_contract,hookOperator,2,-1,0.0
22367,user_define_contract,aiurExchangeOracle,1,179,0.8845177827828282
22368,mapping_type_static,lockedTokenToBlockList,2,1220,0.7129730470501052
22369,uint256,assignedAmountToEcoReward,2,504,1.0
22370,uint256,totalTokenForPool,2,356,1.0
22371,uint256,assignedAmountToCooperativePartner,1,523,0.9680119041773735
22372,uint256,assignedAmountToMarketExpand,2,-1,0.0
22373,uint256,assignedAmountToAngelInvestment,1,574,0.4733090648072832
22374,uint256,assignedAmountToCornerstoneInvestment,2,574,0.9296385831827948
22375,uint256,defaultLockBlocksForPool,2,670,1.0
22376,uint256,emaTimePeriod,2,658,0.8966533686891691
22377,user_define_contract,oracleInstance,2,179,0.9401186566980048
22378,uint256,interpolationThreshold,4,445,1.0
22379,user_define_contract,_storage,38,213,1.0
22380,uint8,iICO,1,95,0.7103743925418129
22381,uint8,NowVestingType,1,133,1.0
22382,mapping_type_static,remainTokensperType,1,1244,0.9477533316906573
22383,uint8,DistributionStatus,1,109,1.0
22384,uint256,TotalWEIEther,1,590,1.0
22385,user_define_contract,lender,10,-1,0.0
22386,address,tradeExecutor,10,920,1.0
22387,uint256,whole_balance,2,503,1.0
22388,mapping_type_static,total_deposit,2,1211,0.9663984453282352
22389,uint256,whole_balance_limit,2,503,0.8941333852746615
22390,address,msc_address,2,-1,0.0
22391,address,one_to_n_address,2,989,1.0
22392,mapping_type_static,isOperatorAddress,3,1320,0.9902267373970963
22393,mapping_type_static,isGameAddress,3,1374,0.8058226246718491
22394,array_type_dynamic,gameContractAddresses,3,79,1.0
22395,bool,USE_BLOCKHASH_RANDOM_SEED,2,1135,1.0
22396,uint8,BETS_ALLOWED,3,103,0.803075638050787
22397,uint256,MAX_GAS_PRICE,3,391,1.0
22398,uint256,HOUSE_EDGE,3,641,1.0
22399,uint256,REVENUE_TO_INITIAL_DEPOSIT_RATIO,3,325,0.8631540294367179
22400,uint256,MAX_DON_IN_ROW,3,608,0.5994864798295738
22401,uint256,MAX_CHANCE_FOR_BONUS_BETTING,3,347,1.0
22402,uint256,ORACLIZE_GAS_LIMIT,3,391,1.0
22403,uint256,MIN_GAS_PRICE,3,-1,0.0
22404,uint256,BIG_WIN_THRESHOLD,3,-1,0.0
22405,uint256,MAX_WP,3,608,0.7470099388461429
22406,uint256,MIN_WP,3,-1,0.0
22407,uint256,offline,3,-1,0.0
22408,bool,allowAirdrop,4,1065,1.0
22409,mapping_type_static,airdropTotal,1,1195,1.0
22410,uint256,fadd,4,804,1.0
22411,uint256,fshare,2,773,0.48282316662470487
22412,mapping_type_static,airdropRecord,4,1195,1.0
22413,uint256,issueDate,8,-1,0.0
22414,address,mainFundAccount,5,-1,0.0
22415,mapping_type_static,teamLockTime,7,1290,1.0
22416,mapping_type_static,fundLockTime,7,-1,0.0
22417,mapping_type_static,fundUsed,7,1367,0.38932128964647034
22418,mapping_type_static,fundLocked,7,1297,1.0
22419,mapping_type_static,teamUsed,7,1416,1.0
22420,mapping_type_static,teamLocked,7,1311,1.0
22421,uint256,mainFundBalance,5,-1,0.0
22422,mapping_type_static,fundReverse,7,1367,0.5987527134865177
22423,mapping_type_static,teamReverse,7,1416,0.6720769730815037
22424,uint256,assignedAmountToPrivateEquityFund,1,-1,0.0
22425,user_define_contract,bbodServiceRegistry,11,182,0.7672765209481779
22426,array_type_dynamic,custodiesArray,3,12,0.46578683456602776
22427,uint256,custodyCounter,3,-1,0.0
22428,mapping_type_static,custodiesMap,3,1381,0.6904208436709233
22429,bool,TRANSFERS_ALLOWED,3,1108,0.7590220462648417
22430,uint256,MAX_TOTAL_SUPPLY,1,721,1.0
22431,uint256,eachIssuedAmount,2,603,0.1095045316611551
22432,address,APPROVE_CONTRACT,1,1023,1.0
22433,address,APPROVE_OWNER,1,1022,0.8418439930417256
22434,uint256,tpe,1,-1,0.0
22435,array_type_dynamic,approved,4,31,1.0
22436,mapping_type_static,claimPheonix,1,1273,1.0
22437,mapping_type_static,hasReceived,2,-1,0.0
22438,uint256,_weekOne,3,656,0.8146574013596654
22439,uint256,_weekTwo,3,656,1.0
22440,uint256,_tierThreeBonus,3,307,0.662785064713419
22441,uint256,_weekThree,3,656,0.3674121471506705
22442,uint256,_tierTwoBonus,3,307,1.0
22443,uint256,_tierOneBonus,3,307,1.0
22444,uint256,_claimTime,2,419,0.4684105353410088
22445,uint256,legalSupply,3,755,0.9878986237440353
22446,uint256,developmentSupply,3,-1,0.0
22447,user_define_contract,team,1,271,1.0
22448,array_type_dynamic,lastWinner,1,47,0.8003336099925
22449,uint256,revenueBalance,1,-1,0.0
22450,uint256,baseETHBalance,1,-1,0.0
22451,mapping_type_static,totalTokenBalances,1,1219,0.30950174198019886
22452,mapping_type_static,baseTokenBalance,1,1219,0.7369247607455264
22453,address,charityBeneficiary,1,845,0.7618312417181484
22454,uint256,totalWon,1,812,1.0
22455,uint16,multiplier,7,-1,0.0
22456,user_define_contract,tournament,3,245,0.6252985547367725
22457,address,badBitToken,4,996,1.0
22458,mapping_type_static,addrHasClaimedTokens,3,1225,0.8904982064417301
22459,uint256,tokensToSend,3,-1,0.0
22460,uint256,cliffPeriod,1,620,1.0
22461,uint256,chunksAlreadyVested,1,330,1.0
22462,uint256,firstBonusEnds,1,464,0.930627116065054
22463,uint256,notaryBookSize,1,-1,0.0
22464,address,db,2,-1,0.0
22465,address,offchainUploaderAddress,1,-1,0.0
22466,address,setRateAddress,1,981,0.8824989794914062
22467,address,setKYCAddress,1,1014,0.7826179588735267
22468,mapping_type_static,whitelistedWallets,1,1240,1.0
22469,user_define_contract,lightpool,1,225,1.0
22470,mapping_type_static,AssetPrice,2,1363,0.7317192516502763
22471,mapping_type_static,jail,10,1311,0.9671155215835376
22472,uint256,userSignupCount,1,817,1.0
22473,uint256,teamTokensFirstShare,1,492,0.8888294189558461
22474,uint256,recoveryKeyHash,2,-1,0.0
22475,mapping_type_static,isRegisteredAsIndestructible,1,1273,1.0
22476,uint256,totalFrozenTokens,1,587,1.0
22477,mapping_type_static,listContracts,1,1390,0.6592663606022361
22478,uint256,saleRate,2,669,0.9562209850748545
22479,bool,purchaseTokens,1,1093,1.0
22480,mapping_type_static,guaranteedContributions,1,1285,0.9009971540911034
22481,uint256,priceGuaranteed,1,-1,0.0
22482,uint256,lastBidID,1,297,0.7349731898821689
22483,uint256,howManyGuaranteed,1,347,1.0
22484,array_type_dynamic,guaranteedContributors,1,15,1.0
22485,uint256,icoEndAt,1,468,1.0
22486,uint256,icoStartAt,1,469,1.0
22487,uint256,preIcoEndAt,1,466,0.7673863969530824
22488,uint256,preIcoStartAt,1,-1,0.0
22489,uint256,prePreIcoEndAt,1,466,0.9114665492437615
22490,uint256,prePreIcoStartAt,1,-1,0.0
22491,uint256,CurrentPhaseCloseTime,1,532,0.38611558256720263
22492,array_type_dynamic,divisors,1,-1,0.0
22493,address,afterCrowdsaleAddress,1,977,1.0
22494,uint256,weiBalance,5,-1,0.0
22495,uint256,releaseTimeFund,1,-1,0.0
22496,uint256,ReserveFundAmount,1,-1,0.0
22497,uint256,releaseTimeTeamAdvisorsPartners,1,349,1.0
22498,uint256,AdvisorsPartnersAmount,1,370,0.7284752231488725
22499,uint256,TeamAmount,1,582,1.0
22500,address,AdvisorsPartners,1,944,0.7943092873646136
22501,address,Team,1,1047,0.6724559406503554
22502,mapping_type_static,delegations,6,1272,0.7972959492744432
